animeID, name, title_english,title_japanese, type, source, producers, genre, studio, episodes, status, aired, duration, rating, related
371,Cardcaptor Sakura Movie 1,Cardcaptor Sakura The Movie,,Movie,Manga,"['Bandai Visual', 'Shochiku', 'Shelty']","['Comedy', 'Drama', 'Fantasy', 'Magic', 'Shoujo']",['Madhouse'],1,Finished Airing,"{'from': '1999-08-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 21, 1999'}",1 hr 21 min,PG - Children,"{'Adaptation': [{'mal_id': 106, 'type': 'manga', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/manga/106/Cardcaptor_Sakura'}], 'Parent story': [{'mal_id': 232, 'type': 'anime', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/anime/232/Cardcaptor_Sakura'}]}"
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Card Captor Sakura Movie 2: The Sealed Card,,Movie,Manga,"['Bandai Visual', 'Shochiku', 'Kodansha', 'Shelty', 'Amber Film Works']","['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",['Madhouse'],1,Finished Airing,"{'from': '2000-07-15T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 15, 2000'}",1 hr 22 min,PG - Children,"{'Adaptation': [{'mal_id': 106, 'type': 'manga', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/manga/106/Cardcaptor_Sakura'}], 'Prequel': [{'mal_id': 232, 'type': 'anime', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/anime/232/Cardcaptor_Sakura'}], 'Side story': [{'mal_id': 1078, 'type': 'anime', 'name': 'Cardcaptor Sakura: Kero-chan ni Omakase!', 'url': 'https://myanimelist.net/anime/1078/Cardcaptor_Sakura__Kero-chan_ni_Omakase'}], 'Alternative version': [{'mal_id': 35320, 'type': 'anime', 'name': 'Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma', 'url': 'https://myanimelist.net/anime/35320/Cardcaptor_Sakura__Clear_Card-hen_Prologue_-_Sakura_to_Futatsu_no_Kuma'}]}"
373,Bannou Bunka Neko-Musume,All Purpose Cultural Cat Girl Nuku Nuku,,OVA,Manga,"['Starchild Records', 'Movic']","['Sci-Fi', 'Adventure', 'Comedy', 'Mecha', 'Seinen']","['Studio Fantasia', 'animate Film']",6,Finished Airing,"{'from': '1992-10-21T00:00:00+00:00', 'to': '1994-05-25T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 10, 'year': 1992}, 'to': {'day': 25, 'month': 5, 'year': 1994}}, 'string': 'Oct 21, 1992 to May 25, 1994'}",28 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 9888, 'type': 'manga', 'name': 'Bannou Bunka Neko-Musume', 'url': 'https://myanimelist.net/manga/9888/Bannou_Bunka_Neko-Musume'}], 'Alternative version': [{'mal_id': 374, 'type': 'anime', 'name': 'Bannou Bunka Neko-Musume DASH!', 'url': 'https://myanimelist.net/anime/374/Bannou_Bunka_Neko-Musume_DASH'}, {'mal_id': 375, 'type': 'anime', 'name': 'Bannou Bunka Neko-Musume (1998)', 'url': 'https://myanimelist.net/anime/375/Bannou_Bunka_Neko-Musume_1998'}]}"
374,Bannou Bunka Neko-Musume DASH!,All Purpose Cultural Cat Girl Nuku Nuku Dash!,,OVA,Unknown,['Movic'],"['Action', 'Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",['Production Reed'],12,Finished Airing,"{'from': '1998-09-23T00:00:00+00:00', 'to': '1998-12-23T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 9, 'year': 1998}, 'to': {'day': 23, 'month': 12, 'year': 1998}}, 'string': 'Sep 23, 1998 to Dec 23, 1998'}",24 min per ep,R - 17+ (violence & profanity),"{'Alternative version': [{'mal_id': 373, 'type': 'anime', 'name': 'Bannou Bunka Neko-Musume', 'url': 'https://myanimelist.net/anime/373/Bannou_Bunka_Neko-Musume'}]}"
375,Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,,TV,Original,['Movic'],"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Seinen']",['Production Reed'],12,Finished Airing,"{'from': '1998-01-07T00:00:00+00:00', 'to': '1998-03-25T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 1, 'year': 1998}, 'to': {'day': 25, 'month': 3, 'year': 1998}}, 'string': 'Jan 7, 1998 to Mar 25, 1998'}",23 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 76571, 'type': 'manga', 'name': 'Shin Bannou Bunka Neko-Musume: Tanjou-hen', 'url': 'https://myanimelist.net/manga/76571/Shin_Bannou_Bunka_Neko-Musume__Tanjou-hen'}], 'Alternative version': [{'mal_id': 373, 'type': 'anime', 'name': 'Bannou Bunka Neko-Musume', 'url': 'https://myanimelist.net/anime/373/Bannou_Bunka_Neko-Musume'}], 'Side story': [{'mal_id': 3232, 'type': 'anime', 'name': 'Bannou Bunka Neko-Musume Specials', 'url': 'https://myanimelist.net/anime/3232/Bannou_Bunka_Neko-Musume_Specials'}]}"
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",Elfen Lied: In the Passing Rain,,Special,Manga,['VAP'],"['Horror', 'Psychological', 'Supernatural', 'Drama', 'Ecchi', 'Seinen']",['Arms'],1,Finished Airing,"{'from': '2005-04-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 21, 2005'}",25 min,R+ - Mild Nudity,"{'Parent story': [{'mal_id': 226, 'type': 'anime', 'name': 'Elfen Lied', 'url': 'https://myanimelist.net/anime/226/Elfen_Lied'}]}"
379,Heppoko Jikken Animation Excel♥Saga,Excel Saga,,TV,Manga,['Victor Entertainment'],"['Comedy', 'Parody', 'Sci-Fi', 'Shounen']",['J.C.Staff'],26,Finished Airing,"{'from': '1999-10-08T00:00:00+00:00', 'to': '2000-03-31T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 10, 'year': 1999}, 'to': {'day': 31, 'month': 3, 'year': 2000}}, 'string': 'Oct 8, 1999 to Mar 31, 2000'}",24 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 695, 'type': 'manga', 'name': 'Excel Saga', 'url': 'https://myanimelist.net/manga/695/Excel_Saga'}], 'Spin-off': [{'mal_id': 564, 'type': 'anime', 'name': 'Puni Puni☆Poemii', 'url': 'https://myanimelist.net/anime/564/Puni_Puni☆Poemii'}]}"
385,Gilgamesh,Gilgamesh,,TV,Manga,['Kansai Telecasting'],"['Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']","['Group TAC', 'Japan Vistec']",26,Finished Airing,"{'from': '2003-11-02T00:00:00+00:00', 'to': '2004-03-18T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 11, 'year': 2003}, 'to': {'day': 18, 'month': 3, 'year': 2004}}, 'string': 'Nov 2, 2003 to Mar 18, 2004'}",23 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 22897, 'type': 'manga', 'name': 'Gilgamesh', 'url': 'https://myanimelist.net/manga/22897/Gilgamesh'}]}"
389,Karas,Karas,,OVA,Original,['Showgate'],"['Action', 'Sci-Fi', 'Super Power', 'Fantasy']",['Tatsunoko Production'],6,Finished Airing,"{'from': '2005-03-25T00:00:00+00:00', 'to': '2007-10-26T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 3, 'year': 2005}, 'to': {'day': 26, 'month': 10, 'year': 2007}}, 'string': 'Mar 25, 2005 to Oct 26, 2007'}",30 min per ep,R - 17+ (violence & profanity),{}
391,Tales of Phantasia The Animation,Tales of Phantasia,,OVA,Game,"['Geneon Universal Entertainment', 'Frontier Works']","['Adventure', 'Fantasy', 'Shounen']",['Actas'],4,Finished Airing,"{'from': '2004-11-25T00:00:00+00:00', 'to': '2006-02-24T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 11, 'year': 2004}, 'to': {'day': 24, 'month': 2, 'year': 2006}}, 'string': 'Nov 25, 2004 to Feb 24, 2006'}",30 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 10738, 'type': 'manga', 'name': 'Tales of Phantasia', 'url': 'https://myanimelist.net/manga/10738/Tales_of_Phantasia'}]}"
392,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,,TV,Manga,"['Yomiko Advertising', 'Fuji TV']","['Action', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']",['Studio Pierrot'],112,Finished Airing,"{'from': '1992-10-10T00:00:00+00:00', 'to': '1995-01-07T00:00:00+00:00', 'prop': {'from': {'day': 10, 'month': 10, 'year': 1992}, 'to': {'day': 7, 'month': 1, 'year': 1995}}, 'string': 'Oct 10, 1992 to Jan 7, 1995'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 53, 'type': 'manga', 'name': 'Yuu☆Yuu☆Hakusho', 'url': 'https://myanimelist.net/manga/53/Yuu☆Yuu☆Hakusho'}], 'Side story': [{'mal_id': 882, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho (Movie)', 'url': 'https://myanimelist.net/anime/882/Yuu☆Yuu☆Hakusho_Movie'}, {'mal_id': 883, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna', 'url': 'https://myanimelist.net/anime/883/Yuu☆Yuu☆Hakusho__Meikai_Shitou-hen_-_Honoo_no_Kizuna'}, {'mal_id': 12455, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho: Mu Mu Hakusho', 'url': 'https://myanimelist.net/anime/12455/Yuu☆Yuu☆Hakusho__Mu_Mu_Hakusho'}, {'mal_id': 36951, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho: Two Shots', 'url': 'https://myanimelist.net/anime/36951/Yuu☆Yuu☆Hakusho__Two_Shots'}], 'Summary': [{'mal_id': 2125, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho: Eizou Hakusho', 'url': 'https://myanimelist.net/anime/2125/Yuu☆Yuu☆Hakusho__Eizou_Hakusho'}, {'mal_id': 2126, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho: Eizou Hakusho II', 'url': 'https://myanimelist.net/anime/2126/Yuu☆Yuu☆Hakusho__Eizou_Hakusho_II'}], 'Sequel': [{'mal_id': 6964, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho Picture Drama', 'url': 'https://myanimelist.net/anime/6964/Yuu☆Yuu☆Hakusho_Picture_Drama'}]}"
393,Escaflowne,Escaflowne: A Girl in Gaea,,Movie,Original,['Atelier Musa'],"['Adventure', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo']","['Bones', 'Sunrise']",1,Finished Airing,"{'from': '2000-06-24T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jun 24, 2000'}",1 hr 37 min,PG-13 - Teens 13 or older,"{'Alternative version': [{'mal_id': 182, 'type': 'anime', 'name': 'Tenkuu no Escaflowne', 'url': 'https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne'}]}"
394,Ai Yori Aoshi: Enishi,Ai Yori Aoshi: Enishi,,TV,Manga,"['Geneon Universal Entertainment', 'Rondo Robe', 'Movic', 'Cosmic Ray']","['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",['J.C.Staff'],12,Finished Airing,"{'from': '2003-10-13T00:00:00+00:00', 'to': '2003-12-29T00:00:00+00:00', 'prop': {'from': {'day': 13, 'month': 10, 'year': 2003}, 'to': {'day': 29, 'month': 12, 'year': 2003}}, 'string': 'Oct 13, 2003 to Dec 29, 2003'}",23 min per ep,PG-13 - Teens 13 or older,"{'Prequel': [{'mal_id': 53, 'type': 'anime', 'name': 'Ai Yori Aoshi', 'url': 'https://myanimelist.net/anime/53/Ai_Yori_Aoshi'}], 'Side story': [{'mal_id': 3266, 'type': 'anime', 'name': 'Ai Yori Aoshi: Enishi - Miyuki', 'url': 'https://myanimelist.net/anime/3266/Ai_Yori_Aoshi__Enishi_-_Miyuki'}]}"
395,Gantz 2nd Stage,Gantz: Second Stage,,TV,Manga,['Fuji TV'],"['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Ecchi']",['Gonzo'],13,Finished Airing,"{'from': '2004-08-26T00:00:00+00:00', 'to': '2004-11-18T00:00:00+00:00', 'prop': {'from': {'day': 26, 'month': 8, 'year': 2004}, 'to': {'day': 18, 'month': 11, 'year': 2004}}, 'string': 'Aug 26, 2004 to Nov 18, 2004'}",23 min per ep,R+ - Mild Nudity,"{'Adaptation': [{'mal_id': 564, 'type': 'manga', 'name': 'Gantz', 'url': 'https://myanimelist.net/manga/564/Gantz'}], 'Prequel': [{'mal_id': 384, 'type': 'anime', 'name': 'Gantz', 'url': 'https://myanimelist.net/anime/384/Gantz'}], 'Other': [{'mal_id': 32071, 'type': 'anime', 'name': 'Gantz:O', 'url': 'https://myanimelist.net/anime/32071/Gantz_O'}]}"
400,Seihou Bukyou Outlaw Star,Outlaw Star,,TV,Manga,"['Sotsu', 'Victor Entertainment']","['Action', 'Sci-Fi', 'Adventure', 'Space', 'Comedy']",['Sunrise'],24,Finished Airing,"{'from': '1998-01-09T00:00:00+00:00', 'to': '1998-06-26T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 1, 'year': 1998}, 'to': {'day': 26, 'month': 6, 'year': 1998}}, 'string': 'Jan 9, 1998 to Jun 26, 1998'}",25 min per ep,R+ - Mild Nudity,"{'Adaptation': [{'mal_id': 7438, 'type': 'manga', 'name': 'Outlaw Star', 'url': 'https://myanimelist.net/manga/7438/Outlaw_Star'}], 'Spin-off': [{'mal_id': 1226, 'type': 'anime', 'name': 'Seihou Tenshi Angel Links', 'url': 'https://myanimelist.net/anime/1226/Seihou_Tenshi_Angel_Links'}], 'Other': [{'mal_id': 4650, 'type': 'anime', 'name': 'Seihou Bukyou Outlaw Star Pilot', 'url': 'https://myanimelist.net/anime/4650/Seihou_Bukyou_Outlaw_Star_Pilot'}], 'Side story': [{'mal_id': 33713, 'type': 'anime', 'name': 'Seihou Bukyou Outlaw Star Specials', 'url': 'https://myanimelist.net/anime/33713/Seihou_Bukyou_Outlaw_Star_Specials'}]}"
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Samurai X: Reflection,,OVA,Manga,['SME Visual Works'],"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']",['Studio Deen'],2,Finished Airing,"{'from': '2001-12-03T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 3, 2001'}",42 min per ep,R - 17+ (violence & profanity),"{'Prequel': [{'mal_id': 45, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'url': 'https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan'}]}"
405,Blood: The Last Vampire,Blood: The Last Vampire,,Movie,Original,['Aniplex'],"['Horror', 'Supernatural', 'Vampire']",['Production I.G'],1,Finished Airing,"{'from': '2000-11-18T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 18, 2000'}",48 min,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 1080, 'type': 'manga', 'name': 'Blood: The Last Vampire (2002)', 'url': 'https://myanimelist.net/manga/1080/Blood__The_Last_Vampire_2002'}], 'Alternative version': [{'mal_id': 150, 'type': 'anime', 'name': 'Blood+', 'url': 'https://myanimelist.net/anime/150/Blood_'}], 'Other': [{'mal_id': 10490, 'type': 'anime', 'name': 'Blood-C', 'url': 'https://myanimelist.net/anime/10490/Blood-C'}, {'mal_id': 10681, 'type': 'anime', 'name': 'Blood-C: The Last Dark', 'url': 'https://myanimelist.net/anime/10681/Blood-C__The_Last_Dark'}]}"
408,Final Fantasy VII: Last Order,Final Fantasy VII: Last Order,,Special,Game,"['Sony Pictures Entertainment', 'Square Enix']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",['Madhouse'],1,Finished Airing,"{'from': '2005-09-14T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 14, 2005'}",25 min,PG-13 - Teens 13 or older,"{'Sequel': [{'mal_id': 317, 'type': 'anime', 'name': 'Final Fantasy VII: Advent Children', 'url': 'https://myanimelist.net/anime/317/Final_Fantasy_VII__Advent_Children'}]}"
411,Gun x Sword,Gun x Sword,,TV,Original,['Studio Tulip'],"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",['AIC A.S.T.A.'],26,Finished Airing,"{'from': '2005-07-04T00:00:00+00:00', 'to': '2005-12-26T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 7, 'year': 2005}, 'to': {'day': 26, 'month': 12, 'year': 2005}}, 'string': 'Jul 4, 2005 to Dec 26, 2005'}",24 min per ep,PG-13 - Teens 13 or older,"{'Side story': [{'mal_id': 5501, 'type': 'anime', 'name': 'Gun x Sword-san', 'url': 'https://myanimelist.net/anime/5501/Gun_x_Sword-san'}]}"
416,Kurenai no Buta,Porco Rosso,,Movie,Manga,"['Tokuma Shoten', 'Nippon Television Network']","['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']",['Studio Ghibli'],1,Finished Airing,"{'from': '1992-07-18T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 18, 1992'}",1 hr 33 min,G - All Ages,"{'Adaptation': [{'mal_id': 24979, 'type': 'manga', 'name': 'Hikoutei Jidai', 'url': 'https://myanimelist.net/manga/24979/Hikoutei_Jidai'}]}"
417,Ragnarök The Animation,Ragnarok the Animation,,TV,Game,['Frontier Works'],"['Action', 'Magic', 'Fantasy']",['G&G Entertainment'],26,Finished Airing,"{'from': '2004-04-07T00:00:00+00:00', 'to': '2004-09-29T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 4, 'year': 2004}, 'to': {'day': 29, 'month': 9, 'year': 2004}}, 'string': 'Apr 7, 2004 to Sep 29, 2004'}",24 min per ep,PG-13 - Teens 13 or older,"{'Other': [{'mal_id': 34862, 'type': 'anime', 'name': 'Xianjing Chuanshuo RO: Shouhu Yongheng De Ai', 'url': 'https://myanimelist.net/anime/34862/Xianjing_Chuanshuo_RO__Shouhu_Yongheng_De_Ai'}]}"
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Ranma ½: Big Trouble in Nekonron, China",,Movie,Manga,['Fuji TV'],"['Adventure', 'Comedy', 'Shounen']",[],1,Finished Airing,"{'from': '1991-11-02T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 2, 1991'}",1 hr 14 min,PG-13 - Teens 13 or older,"{'Parent story': [{'mal_id': 210, 'type': 'anime', 'name': 'Ranma ½', 'url': 'https://myanimelist.net/anime/210/Ranma_½'}]}"
419,Samurai Deeper Kyou,Samurai Deeper Kyo,,TV,Manga,['Starchild Records'],"['Adventure', 'Comedy', 'Historical', 'Supernatural', 'Samurai', 'Shounen']",['Studio Deen'],26,Finished Airing,"{'from': '2002-07-02T00:00:00+00:00', 'to': '2002-12-23T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 7, 'year': 2002}, 'to': {'day': 23, 'month': 12, 'year': 2002}}, 'string': 'Jul 2, 2002 to Dec 23, 2002'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 513, 'type': 'manga', 'name': 'Samurai Deeper Kyou', 'url': 'https://myanimelist.net/manga/513/Samurai_Deeper_Kyou'}]}"
426,Final Fantasy,Legend of the Crystals: Final Fantasy,,OVA,Game,['Square Enix'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Madhouse'],4,Finished Airing,"{'from': '1994-03-21T00:00:00+00:00', 'to': '1994-07-21T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 3, 'year': 1994}, 'to': {'day': 21, 'month': 7, 'year': 1994}}, 'string': 'Mar 21, 1994 to Jul 21, 1994'}",30 min per ep,PG-13 - Teens 13 or older,{}
430,Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,,Movie,Manga,"['Aniplex', 'Square Enix', 'Shochiku', 'Mainichi Broadcasting System']","['Military', 'Comedy', 'Historical', 'Drama', 'Fantasy', 'Shounen']",['Bones'],1,Finished Airing,"{'from': '2005-07-23T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 23, 2005'}",1 hr 45 min,PG-13 - Teens 13 or older,"{'Prequel': [{'mal_id': 121, 'type': 'anime', 'name': 'Fullmetal Alchemist', 'url': 'https://myanimelist.net/anime/121/Fullmetal_Alchemist'}], 'Spin-off': [{'mal_id': 908, 'type': 'anime', 'name': 'Fullmetal Alchemist: Premium Collection', 'url': 'https://myanimelist.net/anime/908/Fullmetal_Alchemist__Premium_Collection'}]}"
431,Howl no Ugoku Shiro,Howl's Moving Castle,,Movie,Novel,"['d-rights', 'Tokuma Shoten']","['Adventure', 'Drama', 'Fantasy', 'Romance']",['Studio Ghibli'],1,Finished Airing,"{'from': '2004-11-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 20, 2004'}",1 hr 59 min,G - All Ages,{}
432,Iria: Zeiram The Animation,Iria: Zeiram The Animation,,OVA,Original,['Bandai Visual'],"['Action', 'Adventure', 'Space', 'Sci-Fi']",['Ashi Production'],6,Finished Airing,"{'from': '1994-06-23T00:00:00+00:00', 'to': '1994-11-21T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 6, 'year': 1994}, 'to': {'day': 21, 'month': 11, 'year': 1994}}, 'string': 'Jun 23, 1994 to Nov 21, 1994'}",27 min per ep,R - 17+ (violence & profanity),{}
433,"Kumo no Mukou, Yakusoku no Basho",The Place Promised in Our Early Days,,Movie,Original,[],"['Drama', 'Military', 'Romance', 'Sci-Fi']",['CoMix Wave Films'],1,Finished Airing,"{'from': '2004-11-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 20, 2004'}",1 hr 30 min,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 7247, 'type': 'manga', 'name': 'Kumo no Mukou, Yakusoku no Basho', 'url': 'https://myanimelist.net/manga/7247/Kumo_no_Mukou_Yakusoku_no_Basho'}]}"
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,Legend of Lemnear,,OVA,Original,['81 Produce'],"['Action', 'Adventure', 'Fantasy']",['AIC'],1,Finished Airing,"{'from': '1989-07-25T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 25, 1989'}",45 min,R+ - Mild Nudity,"{'Adaptation': [{'mal_id': 1780, 'type': 'manga', 'name': 'Legend of Lemnear', 'url': 'https://myanimelist.net/manga/1780/Legend_of_Lemnear'}]}"
435,Magic Knight Rayearth,Magic Knight Rayearth,,TV,Manga,['Yomiuri Telecasting'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'Shoujo']",['Tokyo Movie Shinsha'],20,Finished Airing,"{'from': '1994-10-17T00:00:00+00:00', 'to': '1995-03-13T00:00:00+00:00', 'prop': {'from': {'day': 17, 'month': 10, 'year': 1994}, 'to': {'day': 13, 'month': 3, 'year': 1995}}, 'string': 'Oct 17, 1994 to Mar 13, 1995'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 119, 'type': 'manga', 'name': 'Magic Knight Rayearth', 'url': 'https://myanimelist.net/manga/119/Magic_Knight_Rayearth'}], 'Sequel': [{'mal_id': 1563, 'type': 'anime', 'name': 'Magic Knight Rayearth II', 'url': 'https://myanimelist.net/anime/1563/Magic_Knight_Rayearth_II'}], 'Alternative version': [{'mal_id': 1954, 'type': 'anime', 'name': 'Rayearth', 'url': 'https://myanimelist.net/anime/1954/Rayearth'}]}"
437,Perfect Blue,Perfect Blue,,Movie,Novel,['Rex Entertainment'],"['Dementia', 'Drama', 'Horror', 'Psychological']",['Madhouse'],1,Finished Airing,"{'from': '1998-02-28T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 28, 1998'}",1 hr 20 min,R+ - Mild Nudity,{}
438,Phantom The Animation,Phantom: The Animation,,OVA,Visual novel,['KSS'],"['Action', 'Drama', 'Shounen']",['Arcs Create'],3,Finished Airing,"{'from': '2004-02-27T00:00:00+00:00', 'to': '2004-11-26T00:00:00+00:00', 'prop': {'from': {'day': 27, 'month': 2, 'year': 2004}, 'to': {'day': 26, 'month': 11, 'year': 2004}}, 'string': 'Feb 27, 2004 to Nov 26, 2004'}",30 min per ep,R - 17+ (violence & profanity),"{'Alternative version': [{'mal_id': 5682, 'type': 'anime', 'name': 'Phantom: Requiem for the Phantom', 'url': 'https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom'}]}"
440,Shoujo Kakumei Utena,Revolutionary Girl Utena,,TV,Original,"['TV Tokyo', 'Audio Tanaka']","['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Psychological', 'Shoujo']",['J.C.Staff'],39,Finished Airing,"{'from': '1997-04-02T00:00:00+00:00', 'to': '1997-12-24T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 4, 'year': 1997}, 'to': {'day': 24, 'month': 12, 'year': 1997}}, 'string': 'Apr 2, 1997 to Dec 24, 1997'}",23 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 772, 'type': 'manga', 'name': 'Shoujo Kakumei Utena', 'url': 'https://myanimelist.net/manga/772/Shoujo_Kakumei_Utena'}], 'Alternative version': [{'mal_id': 441, 'type': 'anime', 'name': 'Shoujo Kakumei Utena: Adolescence Mokushiroku', 'url': 'https://myanimelist.net/anime/441/Shoujo_Kakumei_Utena__Adolescence_Mokushiroku'}]}"
